Município;2021/Jan;2021/Fev;2021/Mar;2021/Abr;2021/Mai;2021/Jun;2021/Jul;2021/Ago;2021/Set;2021/Out;2021/Nov;2021/Dez;2022/Jan;2022/Fev;2022/Mar;2022/Abr;2022/Mai;2022/Jun;2022/Jul;2022/Ago
351960 IBITINGA;60;56;104;105;118;90;37;27;10;14;8;14;43;35;15;19;20;38;18;19
351970 IBIUNA;45;75;107;130;166;146;61;104;67;68;111;92;73;71;90;111;104;101;-;-
351980 ICEM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351990 IEPE;34;23;32;26;53;31;11;12;7;2;10;11;23;12;5;4;11;1;1;-
352000 IGARACU DO TIETE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352010 IGARAPAVA;30;31;35;35;46;45;19;13;12;3;3;1;4;3;1;2;4;3;6;2
352020 IGARATA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352030 IGUAPE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352040 ILHABELA;55;31;37;36;51;25;16;8;21;9;9;14;47;15;17;9;13;16;16;4
352042 ILHA COMPRIDA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352044 ILHA SOLTEIRA;60;60;70;63;59;53;34;14;7;5;7;9;24;13;17;11;13;7;9;-
352050 INDAIATUBA;128;88;196;188;198;221;151;112;58;48;41;51;82;59;57;63;64;29;65;25
352060 INDIANA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352070 INDIAPORA;10;10;6;1;1;-;1;-;-;2;2;-;-;-;2;2;2;-;1;1
352080 INUBIA PAULISTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352090 IPAUSSU;17;13;42;38;55;48;15;5;2;7;3;2;11;11;1;1;1;1;5;-
352100 IPERO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352110 IPEUNA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352115 IPIGUA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352120 IPORANGA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352130 IPUA;54;35;57;53;62;50;48;25;26;9;8;4;25;27;1;3;-;2;1;-
352140 IRACEMAPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352150 IRAPUA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352160 IRAPURU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352170 ITABERA;1;13;16;11;19;9;3;2;2;-;3;2;2;7;5;-;1;2;-;-
352180 ITAI;3;8;28;24;22;43;9;6;5;1;-;-;-;-;-;-;-;-;-;-
352190 ITAJOBI;-;-;11;11;25;38;17;29;11;1;-;3;16;15;22;31;10;1;3;1
352200 ITAJU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352210 ITANHAEM;52;40;83;101;107;99;65;29;19;20;18;22;38;63;22;23;27;24;23;14
352215 ITAOCA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352220 ITAPECERICA DA SERRA;136;96;271;233;192;169;97;51;34;49;34;23;59;48;47;50;38;39;35;16
352230 ITAPETININGA;111;96;178;185;188;168;76;38;30;16;24;26;72;60;22;27;19;20;21;16
352240 ITAPEVA;60;51;144;154;200;214;151;90;68;82;67;63;132;89;61;42;48;38;1;-
352250 ITAPEVI;79;79;96;88;70;78;75;47;41;38;30;41;61;31;43;29;18;30;42;18
352260 ITAPIRA;60;50;111;122;127;139;89;29;24;17;19;16;66;37;21;21;32;29;38;21
352265 ITAPIRAPUA PAULISTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352270 ITAPOLIS;41;60;90;130;144;82;41;20;14;7;26;19;43;45;34;15;29;18;20;12
352280 ITAPORANGA;10;4;54;44;28;34;10;4;5;4;5;3;9;15;6;14;11;10;6;10
352290 ITAPUI;7;17;23;17;21;17;14;2;-;-;-;-;-;2;1;3;1;3;2;1
352300 ITAPURA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352310 ITAQUAQUECETUBA;133;70;141;130;132;120;82;62;42;42;30;45;88;51;38;25;38;39;38;22
352320 ITARARE;48;73;141;86;100;87;31;16;11;15;24;22;42;67;16;28;17;11;10;12
352330 ITARIRI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352340 ITATIBA;47;42;67;16;19;73;59;32;12;17;13;14;30;19;13;15;19;24;13;1
352350 ITATINGA;14;5;16;19;31;39;12;7;1;2;2;1;7;4;2;3;3;2;4;1
352360 ITIRAPINA;1;5;20;6;12;8;5;2;3;2;1;1;5;2;2;3;1;1;-;1
352370 ITIRAPUA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352380 ITOBI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352390 ITU;103;102;199;151;172;266;174;70;24;37;22;31;73;59;37;22;20;26;31;17
352400 ITUPEVA;60;33;87;55;68;69;43;14;20;7;12;11;21;13;9;17;12;22;8;-
352410 ITUVERAVA;69;65;106;92;87;81;55;44;34;41;28;20;65;48;26;29;28;20;20;11
352420 JABORANDI;3;4;14;9;19;19;5;-;2;-;-;-;1;1;-;-;3;4;-;-
352430 JABOTICABAL;40;38;61;71;71;57;32;18;7;6;6;4;10;3;6;12;11;9;3;7
352440 JACAREI;130;99;161;184;225;172;128;106;60;45;31;53;154;98;62;52;57;46;52;20
352450 JACI;4;26;68;82;70;67;34;18;-;-;1;-;14;15;2;5;5;-;1;-
352460 JACUPIRANGA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352470 JAGUARIUNA;28;33;116;55;57;79;47;29;19;19;13;11;35;28;7;4;12;17;13;2
352480 JALES;89;77;117;107;110;108;102;68;24;27;40;32;40;67;43;33;32;37;36;20
352490 JAMBEIRO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352500 JANDIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352510 JARDINOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352520 JARINU;6;3;5;13;9;31;17;2;1;4;3;2;10;5;-;7;2;4;3;-
352530 JAU;128;185;217;189;212;234;159;58;42;55;44;72;139;101;49;41;47;45;34;12
352540 JERIQUARA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352550 JOANOPOLIS;-;-;14;4;4;12;3;1;1;1;-;1;5;3;1;1;1;4;-;-
352560 JOAO RAMALHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352570 JOSE BONIFACIO;1;1;70;70;73;78;38;15;7;2;3;8;30;32;38;57;31;16;11;7
352580 JULIO MESQUITA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352585 JUMIRIM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352590 JUNDIAI;266;241;620;460;402;540;317;177;130;140;132;99;300;217;81;96;114;125;102;79
352600 JUNQUEIROPOLIS;35;31;63;49;49;51;30;17;10;5;12;1;21;26;14;27;18;5;4;2
352610 JUQUIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352620 JUQUITIBA;-;-;-;-;-;-;-;1;10;7;1;1;1;-;-;-;-;-;-;-
352630 LAGOINHA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352640 LARANJAL PAULISTA;34;41;68;70;77;47;32;19;22;1;2;2;35;24;3;3;4;2;2;2
352650 LAVINIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352660 LAVRINHAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352670 LEME;43;76;136;152;206;159;73;33;16;16;20;12;42;15;22;10;28;10;20;12
352680 LENCOIS PAULISTA;44;42;159;136;96;115;68;24;8;2;8;3;50;40;8;5;5;8;6;6
352690 LIMEIRA;115;122;211;211;265;314;223;94;57;24;33;21;73;62;27;39;25;16;22;15
352700 LINDOIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352710 LINS;35;65;130;79;104;95;45;15;11;8;12;3;36;30;12;11;18;8;15;4
352720 LORENA;114;100;169;137;149;124;55;39;30;26;9;31;72;50;25;29;24;15;17;8
352725 LOURDES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352730 LOUVEIRA;12;22;76;38;83;86;52;16;9;4;9;6;20;13;6;9;4;11;4;8
352740 LUCELIA;16;10;17;15;23;23;6;6;1;-;1;1;5;3;1;4;5;2;7;-
352750 LUCIANOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352760 LUIS ANTONIO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352770 LUIZIANIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352780 LUPERCIO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352790 LUTECIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352800 MACATUBA;21;12;35;37;28;19;6;7;5;-;1;6;17;4;4;3;7;7;5;-
352810 MACAUBAL;1;4;-;2;-;-;-;1;-;-;1;-;6;1;1;-;1;-;-;-
352820 MACEDONIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352830 MAGDA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352840 MAIRINQUE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352850 MAIRIPORA;82;62;126;89;94;97;52;32;28;25;20;20;18;17;11;14;16;14;9;12
352860 MANDURI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352870 MARABA PAULISTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352880 MARACAI;4;7;12;16;28;33;6;2;2;-;1;1;12;5;2;2;3;-;3;-
352885 MARAPOAMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352890 MARIAPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352900 MARILIA;310;243;446;451;473;402;274;189;133;88;76;100;241;267;139;127;147;127;118;38
352910 MARINOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352920 MARTINOPOLIS;35;44;68;52;48;58;36;17;12;8;8;14;13;20;19;69;55;38;43;20
352930 MATAO;62;89;94;102;133;118;79;38;30;17;23;12;60;25;25;26;37;33;20;10
352940 MAUA;127;150;167;151;150;131;109;70;66;39;54;64;108;61;30;43;39;39;-;-
352950 MENDONCA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352960 MERIDIANO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352965 MESOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352970 MIGUELOPOLIS;26;13;57;66;55;49;28;13;13;10;10;12;25;13;15;13;22;5;-;-
352980 MINEIROS DO TIETE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
352990 MIRACATU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353000 MIRA ESTRELA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353010 MIRANDOPOLIS;30;75;153;109;40;24;16;6;11;3;8;5;26;19;13;15;11;2;12;-
353020 MIRANTE DO PARANAPANEMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353030 MIRASSOL;10;12;8;16;6;10;4;11;14;7;16;15;6;12;26;35;20;15;13;10
353040 MIRASSOLANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353050 MOCOCA;45;54;112;114;91;63;33;24;23;20;21;16;52;32;15;11;15;11;24;3
353060 MOGI DAS CRUZES;451;378;985;694;738;719;386;194;245;175;88;79;226;154;89;97;85;99;53;37
353070 MOGI GUACU;92;105;188;147;199;248;120;61;64;78;54;44;107;86;52;60;47;60;13;-
353080 MOGI MIRIM;30;52;104;58;59;104;49;20;16;16;20;18;43;35;12;5;10;19;16;6
353090 MOMBUCA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353100 MONCOES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353110 MONGAGUA;3;2;11;11;5;9;3;3;2;5;1;4;2;5;4;-;2;3;-;1
353120 MONTE ALEGRE DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353130 MONTE ALTO;34;35;53;46;34;32;32;21;10;5;11;7;37;18;11;26;31;24;16;8
353140 MONTE APRAZIVEL;15;40;58;63;99;97;51;23;18;36;32;26;58;38;92;133;105;35;22;15
353150 MONTE AZUL PAULISTA;20;18;39;50;57;47;12;3;5;4;3;2;13;7;10;22;23;9;19;4
353160 MONTE CASTELO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353170 MONTEIRO LOBATO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353180 MONTE MOR;17;26;45;32;38;60;26;10;7;5;5;3;9;8;7;3;1;1;-;5
353190 MORRO AGUDO;19;26;31;96;94;29;17;27;11;5;2;7;14;22;16;4;13;7;1;1
353200 MORUNGABA;6;6;22;19;23;41;15;10;17;4;6;2;11;7;5;1;9;-;3;-
353205 MOTUCA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353210 MURUTINGA DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353215 NANTES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353220 NARANDIBA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353230 NATIVIDADE DA SERRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353240 NAZARE PAULISTA;4;8;54;37;25;19;10;8;6;2;2;3;10;4;1;2;3;5;2;1
353250 NEVES PAULISTA;-;1;21;5;15;13;-;2;1;-;-;-;5;1;-;-;2;-;1;-
353260 NHANDEARA;2;4;5;26;27;30;23;7;3;5;5;7;18;31;28;25;13;14;5;14
353270 NIPOA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353280 NOVA ALIANCA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353282 NOVA CAMPINA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353284 NOVA CANAA PAULISTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353286 NOVA CASTILHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353290 NOVA EUROPA;-;3;15;21;3;7;9;-;-;-;-;-;-;-;4;5;7;4;2;-
353300 NOVA GRANADA;15;8;10;40;44;46;47;24;6;12;17;9;25;53;75;48;42;15;12;7
353310 NOVA GUATAPORANGA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353320 NOVA INDEPENDENCIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353325 NOVAIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353330 NOVA LUZITANIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353340 NOVA ODESSA;24;35;65;52;46;67;25;16;9;4;2;2;5;15;4;2;1;3;1;1
353350 NOVO HORIZONTE;26;31;52;66;65;71;26;19;4;9;17;12;40;33;33;50;25;21;18;8
353360 NUPORANGA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353370 OCAUCU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353380 OLEO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353390 OLIMPIA;48;60;119;93;101;116;72;42;35;17;16;12;38;36;24;20;34;18;11;10
353400 ONDA VERDE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353410 ORIENTE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353420 ORINDIUVA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353430 ORLANDIA;30;41;48;23;43;52;15;12;13;11;7;10;15;14;13;10;29;14;1;-
353440 OSASCO;290;373;943;783;940;827;439;229;195;109;96;98;244;142;110;78;76;120;72;29
353450 OSCAR BRESSANE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353460 OSVALDO CRUZ;30;23;84;98;110;90;31;12;9;4;6;4;23;28;17;8;8;13;9;6
353470 OURINHOS;259;213;326;262;321;272;221;149;41;32;23;15;38;30;23;32;30;19;5;5
353475 OUROESTE;-;6;4;5;1;2;2;-;-;1;1;1;1;1;-;-;3;1;1;1
353480 OURO VERDE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353490 PACAEMBU;3;-;5;6;10;9;2;3;-;-;-;-;-;-;-;-;-;-;-;-
353500 PALESTINA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353510 PALMARES PAULISTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353520 PALMEIRA D'OESTE;-;5;16;9;7;8;7;7;4;-;7;3;3;13;29;48;32;10;3;-
353530 PALMITAL;23;10;46;49;54;29;11;10;9;3;5;5;8;11;6;7;1;2;3;2
353540 PANORAMA;11;9;34;30;23;25;18;8;-;4;1;2;3;7;4;2;-;1;-;-
353550 PARAGUACU PAULISTA;22;34;69;59;112;111;35;12;18;7;4;8;27;26;15;26;13;8;1;8
353560 PARAIBUNA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353570 PARAISO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353580 PARANAPANEMA;11;20;34;18;23;25;14;3;4;-;-;-;9;11;4;4;5;-;1;-
353590 PARANAPUA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353600 PARAPUA;1;7;22;31;27;29;12;7;6;4;8;2;3;6;-;10;13;12;-;-
353610 PARDINHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353620 PARIQUERA-ACU;94;91;81;90;150;115;64;40;40;43;15;9;43;38;15;10;14;19;12;12
353625 PARISI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353630 PATROCINIO PAULISTA;27;15;35;48;72;57;45;21;11;5;6;3;15;11;14;15;12;1;2;-
353640 PAULICEIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353650 PAULINIA;74;80;208;144;113;177;95;58;52;23;21;22;86;71;60;50;46;23;-;-
353657 PAULISTANIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353660 PAULO DE FARIA;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-
353670 PEDERNEIRAS;7;33;61;31;43;49;44;29;12;5;12;10;30;22;17;6;6;14;7;1
353680 PEDRA BELA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353690 PEDRANOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353700 PEDREGULHO;34;34;55;40;42;28;10;12;15;7;11;3;30;12;3;3;12;10;2;2
353710 PEDREIRA;15;31;92;44;47;43;27;13;10;5;10;5;30;11;5;4;3;2;2;1
353715 PEDRINHAS PAULISTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353720 PEDRO DE TOLEDO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353730 PENAPOLIS;31;52;181;110;119;161;90;27;19;25;34;32;81;40;44;55;43;35;42;22
353740 PEREIRA BARRETO;9;15;14;6;24;73;35;49;25;21;11;10;29;41;26;11;15;9;9;6
353750 PEREIRAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353760 PERUIBE;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-
353770 PIACATU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353780 PIEDADE;50;34;78;96;113;104;50;13;9;18;9;17;29;27;20;10;15;17;18;-
353790 PILAR DO SUL;12;6;30;31;23;31;19;9;6;4;7;5;11;5;5;1;2;9;5;2
353800 PINDAMONHANGABA;150;75;148;157;159;134;90;49;47;38;23;16;86;64;22;4;7;7;6;3
353810 PINDORAMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353820 PINHALZINHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353830 PIQUEROBI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353850 PIQUETE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353860 PIRACAIA;-;9;58;37;29;37;22;12;5;-;3;-;17;9;2;1;1;1;2;2
353870 PIRACICABA;204;185;273;332;334;358;257;172;84;42;67;58;129;130;80;69;92;70;75;25
353880 PIRAJU;10;9;10;5;6;2;4;12;15;10;19;13;15;9;11;17;12;8;17;9
353890 PIRAJUI;3;14;62;25;28;43;29;14;6;6;4;4;10;33;10;4;13;6;5;4
353900 PIRANGI;3;2;1;2;2;4;-;-;3;2;3;6;4;5;6;5;7;5;-;-
353910 PIRAPORA DO BOM JESUS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353920 PIRAPOZINHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353930 PIRASSUNUNGA;25;57;118;82;75;46;11;13;6;6;3;2;6;5;9;5;11;8;4;2
353940 PIRATININGA;3;9;20;22;21;25;23;6;2;-;-;-;8;1;1;1;3;1;1;-
353950 PITANGUEIRAS;46;20;72;65;54;33;14;6;-;1;1;1;15;15;8;5;8;1;4;2
353960 PLANALTO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353970 PLATINA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
353980 POA;27;33;88;47;26;22;7;3;-;-;-;-;-;-;-;-;-;-;-;-
353990 POLONI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354000 POMPEIA;2;1;8;17;41;26;11;1;-;4;-;1;8;7;3;3;5;4;13;-
354010 PONGAI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354020 PONTAL;16;25;77;35;28;20;9;5;6;1;1;3;7;8;7;6;8;2;5;2
354025 PONTALINDA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354030 PONTES GESTAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354040 POPULINA;2;2;-;1;5;1;1;2;-;-;1;2;-;4;15;6;4;-;-;-
354050 PORANGABA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354060 PORTO FELIZ;55;65;101;63;76;88;35;17;11;13;8;4;33;24;18;20;18;10;10;6
354070 PORTO FERREIRA;41;27;48;61;80;72;25;21;17;8;14;7;27;10;3;7;7;8;8;9
354075 POTIM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354080 POTIRENDABA;1;-;19;39;30;17;9;7;2;10;16;8;12;10;15;8;11;7;4;7
354085 PRACINHA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354090 PRADOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354100 PRAIA GRANDE;179;151;374;373;474;323;167;84;54;41;40;42;119;50;23;22;25;39;32;25
354105 PRATANIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354110 PRESIDENTE ALVES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354120 PRESIDENTE BERNARDES;7;5;26;24;40;31;11;7;5;7;-;2;14;17;4;5;-;-;2;6
354130 PRESIDENTE EPITACIO;7;17;74;38;66;55;25;13;15;13;9;10;23;19;7;12;15;5;7;5
354140 PRESIDENTE PRUDENTE;322;331;451;417;462;466;405;320;290;250;226;278;267;299;266;277;269;199;175;88
354150 PRESIDENTE VENCESLAU;31;36;62;56;72;53;38;16;11;16;17;13;37;23;40;68;35;25;10;8
354160 PROMISSAO;28;49;98;61;67;86;29;17;13;12;11;10;15;18;13;13;8;7;11;3
354165 QUADRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354170 QUATA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354180 QUEIROZ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354190 QUELUZ;14;6;9;17;18;13;9;2;3;3;-;1;15;5;1;1;3;6;3;-
354200 QUINTANA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354210 RAFARD;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354220 RANCHARIA;41;44;76;60;137;79;42;18;12;18;19;16;35;18;12;23;28;17;11;4
354230 REDENCAO DA SERRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354240 REGENTE FEIJO;36;35;70;42;61;44;22;13;8;6;12;10;27;21;8;7;13;-;-;-
354250 REGINOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354260 REGISTRO;19;72;137;164;171;148;62;36;46;32;13;11;72;49;7;8;8;9;16;6
354270 RESTINGA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354280 RIBEIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354290 RIBEIRAO BONITO;3;2;5;8;4;13;7;-;-;-;-;-;2;2;-;5;4;-;-;-
354300 RIBEIRAO BRANCO;4;11;29;28;37;45;10;-;1;-;-;-;6;6;3;3;3;1;1;1
354310 RIBEIRAO CORRENTE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354320 RIBEIRAO DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354323 RIBEIRAO DOS INDIOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354325 RIBEIRAO GRANDE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354330 RIBEIRAO PIRES;102;110;90;70;80;79;46;25;23;21;19;11;57;28;11;9;19;10;14;6
354340 RIBEIRAO PRETO;555;549;746;725;682;633;554;437;341;308;263;261;449;465;360;380;367;355;237;66
354350 RIVERSUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
354360 RIFAINA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
